season,seasonType,week,polls
2010,postseason,1,"[{'poll': 'Coaches Poll', 'ranks': [{'rank': 14, 'school': 'Michigan State', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 676}, {'rank': 8, 'school': 'Wisconsin', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 1007}, {'rank': 5, 'school': 'Ohio State', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 1197}, {'rank': 4, 'school': 'Stanford', 'conference': 'Pac-10', 'firstPlaceVotes': 0, 'points': 1254}, {'rank': 3, 'school': 'Oregon', 'conference': 'Pac-10', 'firstPlaceVotes': 0, 'points': 1333}, {'rank': 19, 'school': 'Nebraska', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 354}, {'rank': 18, 'school': 'Missouri', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 473}, {'rank': 21, 'school': 'Texas A&M', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 277}, {'rank': 6, 'school': 'Oklahoma', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 1096}, {'rank': 10, 'school': 'Oklahoma State', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 883}, {'rank': 23, 'school': 'Utah', 'conference': 'Mountain West', 'firstPlaceVotes': 0, 'points': 156}, {'rank': 24, 'school': 'Maryland', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 111}, {'rank': 20, 'school': 'UCF', 'conference': 'Conference USA', 'firstPlaceVotes': 0, 'points': 328}, {'rank': 2, 'school': 'TCU', 'conference': 'Mountain West', 'firstPlaceVotes': 1, 'points': 1336}, {'rank': 7, 'school': 'Boise State', 'conference': 'Western Athletic', 'firstPlaceVotes': 0, 'points': 1012}, {'rank': 13, 'school': 'Nevada', 'conference': 'Western Athletic', 'firstPlaceVotes': 0, 'points': 734}, {'rank': 22, 'school': 'South Carolina', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 181}, {'rank': 1, 'school': 'Auburn', 'conference': 'SEC', 'firstPlaceVotes': 56, 'points': 1424}, {'rank': 8, 'school': 'LSU', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 1007}, {'rank': 11, 'school': 'Alabama', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 860}, {'rank': 17, 'school': 'Mississippi State', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 505}, {'rank': 12, 'school': 'Arkansas', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 818}, {'rank': 16, 'school': 'Florida State', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 506}, {'rank': 25, 'school': 'NC State', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 94}, {'rank': 15, 'school': 'Virginia Tech', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 636}]}, {'poll': 'AP Top 25', 'ranks': [{'rank': 14, 'school': 'Michigan State', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 7, 'school': 'Wisconsin', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 5, 'school': 'Ohio State', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 4, 'school': 'Stanford', 'conference': 'Pac-10', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 3, 'school': 'Oregon', 'conference': 'Pac-10', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 20, 'school': 'Nebraska', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 18, 'school': 'Missouri', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 19, 'school': 'Texas A&M', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 6, 'school': 'Oklahoma', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 13, 'school': 'Oklahoma State', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 23, 'school': 'Maryland', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 21, 'school': 'UCF', 'conference': 'Conference USA', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 24, 'school': 'Tulsa', 'conference': 'Conference USA', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 2, 'school': 'TCU', 'conference': 'Mountain West', 'firstPlaceVotes': 3, 'points': 0}, {'rank': 9, 'school': 'Boise State', 'conference': 'Western Athletic', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 11, 'school': 'Nevada', 'conference': 'Western Athletic', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 22, 'school': 'South Carolina', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 1, 'school': 'Auburn', 'conference': 'SEC', 'firstPlaceVotes': 56, 'points': 0}, {'rank': 8, 'school': 'LSU', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 10, 'school': 'Alabama', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 15, 'school': 'Mississippi State', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 12, 'school': 'Arkansas', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 17, 'school': 'Florida State', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 25, 'school': 'NC State', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 16, 'school': 'Virginia Tech', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 0}]}]"
2010,regular,15,"[{'poll': 'Coaches Poll', 'ranks': [{'rank': 7, 'school': 'Michigan State', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 1104}, {'rank': 4, 'school': 'Wisconsin', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 1276}, {'rank': 6, 'school': 'Ohio State', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 1200}, {'rank': 5, 'school': 'Stanford', 'conference': 'Pac-10', 'firstPlaceVotes': 0, 'points': 1239}, {'rank': 1, 'school': 'Oregon', 'conference': 'Pac-10', 'firstPlaceVotes': 34, 'points': 1450}, {'rank': 21, 'school': 'West Virginia', 'conference': 'Big East', 'firstPlaceVotes': 0, 'points': 261}, {'rank': 16, 'school': 'Nebraska', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 607}, {'rank': 14, 'school': 'Missouri', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 712}, {'rank': 17, 'school': 'Texas A&M', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 542}, {'rank': 8, 'school': 'Oklahoma', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 1008}, {'rank': 13, 'school': 'Oklahoma State', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 718}, {'rank': 19, 'school': 'Utah', 'conference': 'Mountain West', 'firstPlaceVotes': 0, 'points': 375}, {'rank': 24, 'school': 'UCF', 'conference': 'Conference USA', 'firstPlaceVotes': 0, 'points': 143}, {'rank': 3, 'school': 'TCU', 'conference': 'Mountain West', 'firstPlaceVotes': 1, 'points': 1348}, {'rank': 10, 'school': 'Boise State', 'conference': 'Western Athletic', 'firstPlaceVotes': 0, 'points': 914}, {'rank': 15, 'school': 'Nevada', 'conference': 'Western Athletic', 'firstPlaceVotes': 0, 'points': 640}, {'rank': 20, 'school': 'South Carolina', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 345}, {'rank': 25, 'school': ""Hawai'i"", 'conference': 'Western Athletic', 'firstPlaceVotes': 0, 'points': 98}, {'rank': 2, 'school': 'Auburn', 'conference': 'SEC', 'firstPlaceVotes': 24, 'points': 1437}, {'rank': 12, 'school': 'LSU', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 826}, {'rank': 18, 'school': 'Alabama', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 521}, {'rank': 22, 'school': 'Mississippi State', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 255}, {'rank': 8, 'school': 'Arkansas', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 1008}, {'rank': 23, 'school': 'Florida State', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 156}, {'rank': 11, 'school': 'Virginia Tech', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 900}]}, {'poll': 'AP Top 25', 'ranks': [{'rank': 7, 'school': 'Michigan State', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 4, 'school': 'Wisconsin', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 6, 'school': 'Ohio State', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 5, 'school': 'Stanford', 'conference': 'Pac-10', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 2, 'school': 'Oregon', 'conference': 'Pac-10', 'firstPlaceVotes': 23, 'points': 0}, {'rank': 22, 'school': 'West Virginia', 'conference': 'Big East', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 17, 'school': 'Nebraska', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 14, 'school': 'Missouri', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 18, 'school': 'Texas A&M', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 9, 'school': 'Oklahoma', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 16, 'school': 'Oklahoma State', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 20, 'school': 'Utah', 'conference': 'Mountain West', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 25, 'school': 'UConn', 'conference': 'Big East', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 3, 'school': 'TCU', 'conference': 'Mountain West', 'firstPlaceVotes': 1, 'points': 0}, {'rank': 10, 'school': 'Boise State', 'conference': 'Western Athletic', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 13, 'school': 'Nevada', 'conference': 'Western Athletic', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 19, 'school': 'South Carolina', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 24, 'school': ""Hawai'i"", 'conference': 'Western Athletic', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 1, 'school': 'Auburn', 'conference': 'SEC', 'firstPlaceVotes': 36, 'points': 0}, {'rank': 11, 'school': 'LSU', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 15, 'school': 'Alabama', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 21, 'school': 'Mississippi State', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 8, 'school': 'Arkansas', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 23, 'school': 'Florida State', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 12, 'school': 'Virginia Tech', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 0}]}, {'poll': 'BCS Standings', 'ranks': [{'rank': 9, 'school': 'Michigan State', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 5, 'school': 'Wisconsin', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 6, 'school': 'Ohio State', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 4, 'school': 'Stanford', 'conference': 'Pac-10', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 2, 'school': 'Oregon', 'conference': 'Pac-10', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 22, 'school': 'West Virginia', 'conference': 'Big East', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 18, 'school': 'Nebraska', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 12, 'school': 'Missouri', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 17, 'school': 'Texas A&M', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 7, 'school': 'Oklahoma', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 14, 'school': 'Oklahoma State', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 19, 'school': 'Utah', 'conference': 'Mountain West', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 25, 'school': 'UCF', 'conference': 'Conference USA', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 3, 'school': 'TCU', 'conference': 'Mountain West', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 10, 'school': 'Boise State', 'conference': 'Western Athletic', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 15, 'school': 'Nevada', 'conference': 'Western Athletic', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 20, 'school': 'South Carolina', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 24, 'school': ""Hawai'i"", 'conference': 'Western Athletic', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 1, 'school': 'Auburn', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 11, 'school': 'LSU', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 16, 'school': 'Alabama', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 21, 'school': 'Mississippi State', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 8, 'school': 'Arkansas', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 23, 'school': 'Florida State', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 13, 'school': 'Virginia Tech', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 0}]}]"
2010,regular,14,"[{'poll': 'Coaches Poll', 'ranks': [{'rank': 7, 'school': 'Michigan State', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 1083}, {'rank': 4, 'school': 'Wisconsin', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 1282}, {'rank': 6, 'school': 'Ohio State', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 1213}, {'rank': 5, 'school': 'Stanford', 'conference': 'Pac-10', 'firstPlaceVotes': 0, 'points': 1233}, {'rank': 1, 'school': 'Oregon', 'conference': 'Pac-10', 'firstPlaceVotes': 46, 'points': 1459}, {'rank': 24, 'school': 'West Virginia', 'conference': 'Big East', 'firstPlaceVotes': 0, 'points': 110}, {'rank': 13, 'school': 'Nebraska', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 773}, {'rank': 14, 'school': 'Missouri', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 666}, {'rank': 18, 'school': 'Texas A&M', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 503}, {'rank': 9, 'school': 'Oklahoma', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 943}, {'rank': 15, 'school': 'Oklahoma State', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 661}, {'rank': 21, 'school': 'Utah', 'conference': 'Mountain West', 'firstPlaceVotes': 0, 'points': 291}, {'rank': 25, 'school': 'UCF', 'conference': 'Conference USA', 'firstPlaceVotes': 0, 'points': 62}, {'rank': 3, 'school': 'TCU', 'conference': 'Mountain West', 'firstPlaceVotes': 3, 'points': 1343}, {'rank': 10, 'school': 'Boise State', 'conference': 'Western Athletic', 'firstPlaceVotes': 0, 'points': 869}, {'rank': 17, 'school': 'Nevada', 'conference': 'Western Athletic', 'firstPlaceVotes': 0, 'points': 621}, {'rank': 16, 'school': 'South Carolina', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 626}, {'rank': 2, 'school': 'Auburn', 'conference': 'SEC', 'firstPlaceVotes': 10, 'points': 1419}, {'rank': 12, 'school': 'LSU', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 796}, {'rank': 19, 'school': 'Alabama', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 501}, {'rank': 22, 'school': 'Mississippi State', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 223}, {'rank': 8, 'school': 'Arkansas', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 1012}, {'rank': 23, 'school': 'Northern Illinois', 'conference': 'Mid-American', 'firstPlaceVotes': 0, 'points': 130}, {'rank': 20, 'school': 'Florida State', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 353}, {'rank': 11, 'school': 'Virginia Tech', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 843}]}, {'poll': 'AP Top 25', 'ranks': [{'rank': 7, 'school': 'Michigan State', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 4, 'school': 'Wisconsin', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 6, 'school': 'Ohio State', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 5, 'school': 'Stanford', 'conference': 'Pac-10', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 1, 'school': 'Oregon', 'conference': 'Pac-10', 'firstPlaceVotes': 36, 'points': 0}, {'rank': 23, 'school': 'West Virginia', 'conference': 'Big East', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 13, 'school': 'Nebraska', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 15, 'school': 'Missouri', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 19, 'school': 'Texas A&M', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 10, 'school': 'Oklahoma', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 16, 'school': 'Oklahoma State', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 21, 'school': 'Utah', 'conference': 'Mountain West', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 3, 'school': 'TCU', 'conference': 'Mountain West', 'firstPlaceVotes': 1, 'points': 0}, {'rank': 9, 'school': 'Boise State', 'conference': 'Western Athletic', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 14, 'school': 'Nevada', 'conference': 'Western Athletic', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 18, 'school': 'South Carolina', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 25, 'school': ""Hawai'i"", 'conference': 'Western Athletic', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 2, 'school': 'Auburn', 'conference': 'SEC', 'firstPlaceVotes': 23, 'points': 0}, {'rank': 11, 'school': 'LSU', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 17, 'school': 'Alabama', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 22, 'school': 'Mississippi State', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 8, 'school': 'Arkansas', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 24, 'school': 'Northern Illinois', 'conference': 'Mid-American', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 20, 'school': 'Florida State', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 12, 'school': 'Virginia Tech', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 0}]}, {'poll': 'BCS Standings', 'ranks': [{'rank': 8, 'school': 'Michigan State', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 5, 'school': 'Wisconsin', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 6, 'school': 'Ohio State', 'conference': 'Big Ten', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 4, 'school': 'Stanford', 'conference': 'Pac-10', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 23, 'school': 'Arizona', 'conference': 'Pac-10', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 2, 'school': 'Oregon', 'conference': 'Pac-10', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 24, 'school': 'West Virginia', 'conference': 'Big East', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 13, 'school': 'Nebraska', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 12, 'school': 'Missouri', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 18, 'school': 'Texas A&M', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 9, 'school': 'Oklahoma', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 14, 'school': 'Oklahoma State', 'conference': 'Big 12', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 20, 'school': 'Utah', 'conference': 'Mountain West', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 3, 'school': 'TCU', 'conference': 'Mountain West', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 11, 'school': 'Boise State', 'conference': 'Western Athletic', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 17, 'school': 'Nevada', 'conference': 'Western Athletic', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 19, 'school': 'South Carolina', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 1, 'school': 'Auburn', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 10, 'school': 'LSU', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 16, 'school': 'Alabama', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 22, 'school': 'Mississippi State', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 7, 'school': 'Arkansas', 'conference': 'SEC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 25, 'school': 'Northern Illinois', 'conference': 'Mid-American', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 21, 'school': 'Florida State', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 0}, {'rank': 15, 'school': 'Virginia Tech', 'conference': 'ACC', 'firstPlaceVotes': 0, 'points': 0}]}]"
