Net,ViewStream,SplitNat,date,key1,key2
ESPN,1990000.0,0.0,2013-11-09,miami-fl,virginia-tech
ABC,2600000.0,1.0,2013-11-09,florida-state,wake-forest
ESPN,2770000.0,0.0,2013-11-09,auburn,tennessee
FS1,302000.0,0.0,2013-11-09,kansas,oklahoma-state
ESPN2,567000.0,0.0,2013-11-09,fresno-state,wyoming
CBS,11900000.0,0.0,2013-11-09,alabama,louisiana-state
ABC,4760000.0,0.0,2013-11-09,michigan,nebraska
ABC,3030000.0,0.0,2013-11-09,notre-dame,pittsburgh
ESPNU,182000.0,0.0,2013-11-12,buffalo,toledo
ESPNU,147000.0,0.0,2013-11-13,kent-state,miami-oh
ESPN2,1040000.0,0.0,2013-11-13,ball-state,northern-illinois
FS1,155000.0,0.0,2013-11-14,marshall,tulsa
ESPN,2060000.0,0.0,2013-11-14,clemson,georgia-tech
ESPN2,1740000.0,0.0,2013-11-15,ucla,washington
ESPNU,348000.0,0.0,2013-11-16,houston,louisville
ESPNEWS,155000.0,0.0,2013-11-16,cincinnati,rutgers
ESPN2,1200000.0,0.0,2013-11-16,indiana,wisconsin
ABC,5010000.0,0.0,2013-11-16,southern-california,stanford
ABC,4410000.0,1.0,2013-11-16,florida-state,syracuse
ESPN,4490000.0,0.0,2013-11-16,alabama,mississippi-state
FS1,747000.0,0.0,2013-11-16,oregon,utah
ESPNU,271000.0,0.0,2013-11-16,mississippi,troy
ESPN2,603000.0,0.0,2013-11-16,boise-state,wyoming
FS1,735000.0,0.0,2013-11-16,iowa-state,oklahoma
ESPN2,798000.0,1.0,2013-11-16,michigan-state,nebraska
ESPN2,2310000.0,0.0,2013-11-16,florida,south-carolina
ESPNU,123000.0,0.0,2013-11-16,nevada,san-jose-state
FOX,2190000.0,0.0,2013-11-16,oklahoma-state,texas
FOX,3080000.0,0.0,2013-11-16,baylor,texas-tech
CBS,5320000.0,0.0,2013-11-16,auburn,georgia
ESPN,2890000.0,0.0,2013-11-16,illinois,ohio-state
ESPNU,634000.0,0.0,2013-11-16,duke,miami-fl
ESPNU,130000.0,0.0,2013-11-19,buffalo,miami-oh
ESPN2,435000.0,0.0,2013-11-19,kent-state,ohio
ESPN2,1050000.0,0.0,2013-11-20,northern-illinois,toledo
FS1,79000.0,0.0,2013-11-21,alabama-birmingham,rice
ESPN,972000.0,0.0,2013-11-21,central-florida,rutgers
ESPNU,117000.0,0.0,2013-11-21,air-force,nevada-las-vegas
ESPN2,680000.0,0.0,2013-11-22,navy,san-jose-state
FOX,2640000.0,0.0,2013-11-23,arizona-state,ucla
ABC,4030000.000000001,1.0,2013-11-23,indiana,ohio-state
ESPNU,542000.0,0.0,2013-11-23,miami-fl,virginia
CBS,7510000.0,0.0,2013-11-23,louisiana-state,texas-am
ESPN2,799000.0,1.0,2013-11-23,arizona,oregon
ABC,6620000.0,0.0,2013-11-23,baylor,oklahoma-state
FS1,352000.0,0.0,2013-11-23,iowa-state,kansas
ESPN2,933000.0,0.0,2013-11-23,oregon-state,washington
NBC,2290000.0,0.0,2013-11-23,brigham-young,notre-dame
ESPNU,631000.0,0.0,2013-11-23,florida-state,idaho
FS1,225000.0,0.0,2013-11-23,california,stanford
ESPNEWS,283000.0,0.0,2013-11-23,cincinnati,houston
ESPN2,1460000.0,0.0,2013-11-23,tennessee,vanderbilt
ESPN,1810000.0,0.0,2013-11-23,minnesota,wisconsin
ESPNEWS,80000.0,0.0,2013-11-23,fresno-state,new-mexico
ESPN,2420000.0,0.0,2013-11-23,mississippi,missouri
ESPNU,953000.0,0.0,2013-11-23,georgia,kentucky
ESPN2,737000.0,0.0,2013-11-23,duke,wake-forest
ESPN,2540000.0,0.0,2013-11-23,michigan-state,northwestern
FS1,1070000.0,0.0,2013-11-23,kansas-state,oklahoma
ESPN2,881000.0,0.0,2013-11-26,northern-illinois,western-michigan
FS1,1030000.0,0.0,2013-11-28,texas,texas-tech
ESPN,1640000.0,0.0,2013-11-28,mississippi,mississippi-state
ESPNU,168000.0,0.0,2013-11-29,bowling-green-state,buffalo
FS1,46000.0,0.0,2013-11-29,florida-atlantic,florida-international
ESPN2,325000.0,0.0,2013-11-29,houston,southern-methodist
ESPN,1220000.0,0.0,2013-11-29,central-florida,south-florida
FOX,1720000.0,0.0,2013-11-29,washington,washington-state
FS1,2180000.0,0.0,2013-11-29,oregon,oregon-state
CBS,4960000.0,0.0,2013-11-29,arkansas,louisiana-state
ABC,3980000.0,0.0,2013-11-29,iowa,nebraska
ABC,2120000.0,0.0,2013-11-29,miami-fl,pittsburgh
ESPN,3150000.0,0.0,2013-11-30,florida,florida-state
ESPNU,367000.0,0.0,2013-11-30,virginia,virginia-tech
FS1,464000.0,0.0,2013-11-30,iowa-state,west-virginia
ESPNU,203000.0,0.0,2013-11-30,nevada-las-vegas,san-diego-state
ESPN2,818000.0,0.0,2013-11-30,duke,north-carolina
ESPNU,607000.0,0.0,2013-11-30,kentucky,tennessee
ESPN2,636000.0,0.0,2013-11-30,baylor,texas-christian
ABC,3450000.0,0.0,2013-11-30,southern-california,ucla
ESPNEWS,13000.0,0.0,2013-11-30,memphis,temple
ESPN2,453000.0,0.0,2013-11-30,boise-state,new-mexico
FS1,366000.0,0.0,2013-11-30,kansas,kansas-state
ESPN2,3140000.0,0.0,2013-11-30,clemson,south-carolina
ABC,9500000.0,0.0,2013-11-30,michigan,ohio-state
ESPNU,92000.0,0.0,2013-11-30,connecticut,rutgers
ABC,3530000.0,0.0,2013-11-30,georgia,georgia-tech
CBS,13780000.0,0.0,2013-11-30,alabama,auburn
ESPN,5720000.0,0.0,2013-11-30,missouri,texas-am
ESPN,2220000.0,0.0,2013-11-30,penn-state,wisconsin
FOX,3330000.0,0.0,2013-11-30,notre-dame,stanford
ESPN,1570000.0,0.0,2013-12-05,cincinnati,louisville
ESPN2,1870000.0,0.0,2013-12-06,bowling-green-state,northern-illinois
FOX,3760000.0,0.0,2013-12-07,baylor,texas
ESPN2,449000.0,0.0,2013-12-07,marshall,rice
ABC,7280000.0,0.0,2013-12-07,oklahoma,oklahoma-state
FOX,13900000.0,0.0,2013-12-07,michigan-state,ohio-state
CBS,1700000.0,0.0,2013-12-07,fresno-state,utah-state
ESPN,1440000.0,0.0,2013-12-07,central-florida,southern-methodist
ESPN2,200000.0,0.0,2013-12-07,rutgers,south-florida
CBS,14350000.0,0.0,2013-12-07,auburn,missouri
ESPN,1450000.0,0.0,2013-12-07,arizona-state,stanford
ABC,5660000.0,0.0,2013-12-07,duke,florida-state
CBS,6220000.0,0.0,2013-12-14,army,navy
ABC,3320000.0,0.0,2013-12-21,fresno-state,southern-california
ESPN,2060000.0,0.0,2013-12-21,buffalo,san-diego-state
ESPN,2770000.0,0.0,2013-12-21,colorado-state,washington-state
ESPN,2070000.0,0.0,2013-12-21,louisiana-lafayette,tulane
ESPN,1270000.0,0.0,2013-12-23,east-carolina,ohio
ESPN,2730000.0,0.0,2013-12-24,boise-state,oregon-state
ESPN,3350000.0,0.0,2013-12-26,bowling-green-state,pittsburgh
ESPN,3280000.0,0.0,2013-12-26,northern-illinois,utah-state
ESPN,3750000.0,0.0,2013-12-27,brigham-young,washington
ESPN,3990000.0,0.0,2013-12-27,minnesota,syracuse
ESPN,2580000.0,0.0,2013-12-27,marshall,maryland
ESPN,4770000.0,0.0,2013-12-28,cincinnati,north-carolina
ESPN,5750000.0,0.0,2013-12-28,louisville,miami-fl
ESPN,4380000.0,0.0,2013-12-28,kansas-state,michigan
ESPN,4840000.0,0.0,2013-12-28,notre-dame,rutgers
ESPN,7550000.0,0.0,2013-12-30,oregon,texas
ESPN,3510000.0,0.0,2013-12-30,arizona-state,texas-tech
ESPN,1650000.0,0.0,2013-12-30,middle-tennessee-state,navy
ESPN,3120000.0,0.0,2013-12-30,georgia-tech,mississippi
ESPN,2050000.0,0.0,2013-12-31,arizona,boston-college
CBS,3680000.0,0.0,2013-12-31,ucla,virginia-tech
ESPN,8690000.0,0.0,2013-12-31,duke,texas-am
ESPN,2470000.0,0.0,2013-12-31,mississippi-state,rice
ESPN,11300000.0,0.0,2014-01-01,baylor,central-florida
ABC,9590000.0,0.0,2014-01-01,south-carolina,wisconsin
ESPN,5440000.0,0.0,2014-01-01,iowa,louisiana-state
ESPN,18640000.0,0.0,2014-01-01,michigan-state,stanford
ESPNU,332000.0,0.0,2014-01-01,nevada-las-vegas,north-texas
ESPN2,4520000.0,0.0,2014-01-01,georgia,nebraska
ESPN,16340000.0,0.0,2014-01-02,alabama,oklahoma
ESPN,11400000.0,0.0,2014-01-03,clemson,ohio-state
FOX,6540000.0,0.0,2014-01-03,missouri,oklahoma-state
ESPN,2570000.0,0.0,2014-01-04,houston,vanderbilt
ESPN,1710000.0,0.0,2014-01-05,arkansas-state,ball-state
"ESPN, ESPN2, ESPNEWS",26060000.0,0.0,2014-01-06,auburn,florida-state
ESPNU,287000.0,0.0,2014-08-27,abilene,georgia-state
ESPN,2420000.0,0.0,2014-08-28,boise-state,mississippi
ESPNU,168000.0,0.0,2014-08-28,louisiana-monroe,wake-forest
FS1,394000.0,0.0,2014-08-28,rutgers,washington-state
ESPNU,221000.0,0.0,2014-08-29,houston,texas-san-antonio
ESPN,1080000.0,0.0,2014-08-29,brigham-young,connecticut
ESPN,955000.0,0.0,2014-08-29,arizona,nevada-las-vegas
FS1,592000.0,0.0,2014-08-29,colorado,colorado-state
ESPNEWS,81000.0,0.0,2014-08-30,east-carolina,north-carolina-central
ESPNU,157000.0,0.0,2014-08-30,purdue,western-michigan
NBC,2100000.0,0.0,2014-08-30,notre-dame,rice
ESPNEWS,278000.0,0.0,2014-08-30,virginia-tech,william-mary
ABC,6400000.0,1.0,2014-08-30,alabama,west-virginia
ESPN2,1290000.0,0.0,2014-08-30,central-florida,penn-state
ESPN,4680000.0,0.0,2014-08-30,louisiana-state,wisconsin
ESPNEWS,112000.0,0.0,2014-08-30,indiana,indiana-state
FS1,407000.0,0.0,2014-08-30,iowa-state,north-dakota-state
ESPN,2920000.0,0.0,2014-08-30,ucla,virginia
ESPN2,1290000.0,0.0,2014-08-30,appalachian-state,michigan
FOX,1350000.0,0.0,2014-08-30,fresno-state,southern-california
ESPN2,532000.0,1.0,2014-08-30,california,northwestern
ESPNU,373000.0,0.0,2014-08-30,missouri,south-dakota-state
ABC,6030000.0,0.0,2014-08-30,florida-state,oklahoma-state
ESPN,3950000.0,0.0,2014-08-30,clemson,georgia
FS1,762000.0,0.0,2014-08-31,baylor,southern-methodist
ESPN,3610000.0,0.0,2014-09-01,louisville,miami-fl
FS1,425000.0,0.0,2014-09-04,arizona,texas-san-antonio
ESPN,1870000.0,0.0,2014-09-05,boston-college,pittsburgh
ESPN,1220000.0,0.0,2014-09-05,nevada,washington-state
ESPNU,976000.0,0.0,2014-09-06,east-carolina,south-carolina
FS1,596000.0,0.0,2014-09-06,iowa-state,kansas-state
ESPN,1130000.0,0.0,2014-09-06,mississippi,vanderbilt
ESPN,1230000.0,0.0,2014-09-06,missouri,toledo
FS1,910000.0,0.0,2014-09-06,brigham-young,texas
FS1,447000.0,0.0,2014-09-06,texas-el-paso,texas-tech
ESPNEWS,223000.0,0.0,2014-09-06,central-michigan,purdue
ESPN2,1020000.0,0.0,2014-09-06,auburn,san-jose-state
ESPNEWS,260000.0,0.0,2014-09-06,north-carolina,san-diego-state
ESPNU,537000.0,0.0,2014-09-06,kentucky,ohio
ESPNU,959000.0,0.0,2014-09-06,mcneese-state,nebraska
ABC,3190000.0,1.0,2014-09-06,oklahoma,tulsa
ESPN2,605000.0,0.0,2014-09-06,ball-state,iowa
ESPNU,262000.0,0.0,2014-09-06,air-force,wyoming
ESPN2,686000.0,0.0,2014-09-06,boise-state,colorado-state
NBC,4630000.0,0.0,2014-09-06,michigan,notre-dame
ESPN,4310000.0,0.0,2014-09-06,ohio-state,virginia-tech
ESPN2,596000.0,1.0,2014-09-06,akron,penn-state
FOX,5980000.0,0.0,2014-09-06,michigan-state,oregon
ABC,6540000.0,0.0,2014-09-06,southern-california,stanford
ESPNEWS,304000.0,0.0,2014-09-06,georgia-tech,tulane
ESPN,1050000.0,0.0,2014-09-11,brigham-young,houston
ESPN,1290000.0,0.0,2014-09-12,baylor,buffalo
ESPNU,394000.0,0.0,2014-09-12,cincinnati,toledo
CBS,6770000.0,0.0,2014-09-13,georgia,south-carolina
ESPNEWS,185000.0,0.0,2014-09-13,mississippi-state,south-alabama
ESPN2,466000.0,1.0,2014-09-13,boise-state,connecticut
ABC,2960000.0,1.0,2014-09-13,kent-state,ohio-state
ESPNU,432000.0,0.0,2014-09-13,arkansas-state,miami-fl
ABC,3760000.0,0.0,2014-09-13,oklahoma,tennessee
NBC,3130000.0,0.0,2014-09-13,notre-dame,purdue
FS2,34000.0,0.0,2014-09-13,florida-international,pittsburgh
ESPN,2560000.0,0.0,2014-09-13,east-carolina,virginia-tech
ABC,3280000.0,0.0,2014-09-13,arkansas,texas-tech
ESPNU,709000.0,0.0,2014-09-13,louisiana-monroe,louisiana-state
ESPNEWS,254000.0,0.0,2014-09-13,central-michigan,syracuse
FOX,2650000.0,0.0,2014-09-13,texas,ucla
FOX,1050000.0,0.0,2014-09-13,illinois,washington
ESPN2,956000.0,0.0,2014-09-13,rice,texas-am
ESPN,1750000.0,0.0,2014-09-13,boston-college,southern-california
ESPNU,406000.0,0.0,2014-09-13,arizona-state,colorado
ESPNU,312000.0,0.0,2014-09-13,bowling-green-state,indiana
FS1,283000.0,0.0,2014-09-13,minnesota,texas-christian
ESPNEWS,52000.0,0.0,2014-09-13,navy,texas-state
ESPN2,1780000.0,0.0,2014-09-13,alabama,southern-mississippi
ESPN,1660000.0,0.0,2014-09-13,iowa,iowa-state
ESPN,3850000.0,0.0,2014-09-18,auburn,kansas-state
ESPN,1360000.0,0.0,2014-09-19,connecticut,south-florida
ESPN2,1820000.0,0.0,2014-09-20,miami-fl,nebraska
ESPNEWS,162000.0,0.0,2014-09-20,northwestern,western-illinois
ESPNU,884000.0,0.0,2014-09-20,iowa,pittsburgh
ESPNU,682000.0,0.0,2014-09-20,east-carolina,north-carolina
CBS,7950000.0,0.0,2014-09-20,alabama,florida
ESPN2,856000.0,0.0,2014-09-20,bowling-green-state,wisconsin
ESPN,3140000.0,0.0,2014-09-20,georgia-tech,virginia-tech
FS1,119000.0,0.0,2014-09-20,florida-international,louisville
ABC,7340000.0,0.0,2014-09-20,clemson,florida-state
ESPN,1640000.0,0.0,2014-09-20,brigham-young,virginia
ESPN,3180000.0,0.0,2014-09-20,oregon,washington-state
ESPN2,403000.0,1.0,2014-09-20,southern-methodist,texas-am
ESPNU,510000.0,0.0,2014-09-20,arkansas,northern-illinois
FS1,171000.0,0.0,2014-09-20,oregon-state,san-diego-state
ABC,2840000.0,1.0,2014-09-20,michigan,utah
ESPNEWS,242000.0,0.0,2014-09-20,illinois,texas-state
FOX,3220000.0,0.0,2014-09-20,oklahoma,west-virginia
ESPN,3470000.0,0.0,2014-09-20,louisiana-state,mississippi-state
ESPNU,156000.0,0.0,2014-09-25,appalachian-state,georgia-southern
FS1,883000.0,0.0,2014-09-25,arizona-state,ucla
ESPN,1840000.0,0.0,2014-09-25,oklahoma-state,texas-tech
ESPN2,838000.0,0.0,2014-09-26,fresno-state,new-mexico
FS1,127000.0,0.0,2014-09-26,middle-tennessee-state,old-dominion
ESPNEWS,176000.0,0.0,2014-09-27,texas-state,tulsa
ESPN2,803000.0,0.0,2014-09-27,michigan-state,wyoming
ESPNEWS,107000.0,0.0,2014-09-27,rutgers,tulane
CBS,4380000.0,0.0,2014-09-27,arkansas,texas-am
FOX,1300000.0,0.0,2014-09-27,baylor,iowa-state
ESPN,2690000.0,0.0,2014-09-27,oregon-state,southern-california
FOX,1440000.0,0.0,2014-09-27,stanford,washington
ESPNU,680000.0,0.0,2014-09-27,clemson,north-carolina
FS1,529000.0,0.0,2014-09-27,kansas,texas
ESPN,3380000.0,0.0,2014-09-27,missouri,south-carolina
ABC,4050000.0,0.0,2014-09-27,notre-dame,syracuse
ESPN2,1160000.0,0.0,2014-09-27,duke,miami-fl
ESPNU,590000.0,0.0,2014-09-27,south-florida,wisconsin
ESPN2,933000.0,1.0,2014-09-27,michigan,minnesota
ESPNEWS,109000.0,0.0,2014-09-27,connecticut,temple
ESPN,4720000.0,0.0,2014-09-27,georgia,tennessee
ABC,5490000.0,1.0,2014-09-27,florida-state,north-carolina-state
ESPNU,309000.0,0.0,2014-09-27,louisville,wake-forest
ESPN,2380000.0,0.0,2014-10-02,arizona,oregon
ESPN,744000.0,0.0,2014-10-02,central-florida,houston
ESPN,1640000.0,0.0,2014-10-03,louisville,syracuse
ESPN,1170000.0,0.0,2014-10-03,brigham-young,utah-state
ABC,3580000.0,1.0,2014-10-04,baylor,texas
ESPN,2030000.0,0.0,2014-10-04,ucla,utah
ESPNU,445000.0,0.0,2014-10-04,clemson,north-carolina-state
ESPN,3740000.0,0.0,2014-10-04,auburn,louisiana-state
ABC,4560000.0,0.0,2014-10-04,michigan-state,nebraska
ESPNU,480000.0,0.0,2014-10-04,kansas-state,texas-tech
FS1,511000.0,0.0,2014-10-04,iowa-state,oklahoma-state
ABC,3350000.0,0.0,2014-10-04,maryland,ohio-state
FOX,2210000.0,0.0,2014-10-04,oklahoma,texas-christian
ESPN2,585000.0,0.0,2014-10-04,illinois,purdue
ESPNEWS,75000.0,0.0,2014-10-04,nevada-las-vegas,san-jose-state
FOX,2290000.0,0.0,2014-10-04,arizona-state,southern-california
ESPNU,147000.0,0.0,2014-10-04,east-carolina,southern-methodist
NBC,3400000.0,0.0,2014-10-04,notre-dame,stanford
ESPN2,1260000.0,0.0,2014-10-04,northwestern,wisconsin
ESPN2,1130000.0,0.0,2014-10-04,georgia-tech,miami-fl
ABC,3580000.0,1.0,2014-10-04,florida-state,wake-forest
CBS,5920000.0,0.0,2014-10-04,alabama,mississippi
ESPN,4100000.0,0.0,2014-10-04,mississippi-state,texas-am
ESPN,1340000.0,0.0,2014-10-09,brigham-young,central-florida
ESPNU,163000.0,0.0,2014-10-10,new-mexico,san-diego-state
ESPN,1310000.0,0.0,2014-10-10,stanford,washington-state
ESPN2,1050000.0,0.0,2014-10-11,illinois,wisconsin
FOX,1750000.0,0.0,2014-10-11,oregon,ucla
ESPNU,568000.0,0.0,2014-10-11,clemson,louisville
ESPNU,162000.0,0.0,2014-10-11,air-force,utah-state
ESPNEWS,129000.0,0.0,2014-10-11,connecticut,tulane
ESPNEWS,77000.0,0.0,2014-10-11,temple,tulsa
ESPN2,465000.0,1.0,2014-10-11,michigan-state,purdue
FS1,296000.0,0.0,2014-10-11,kansas,oklahoma-state
ABC,4240000.0,0.0,2014-10-11,oklahoma,texas
ESPN,3650000.0,0.0,2014-10-11,alabama,arkansas
ESPN2,2360000.0,0.0,2014-10-11,michigan,penn-state
ESPNU,375000.0,0.0,2014-10-11,indiana,iowa
NBC,3190000.0,0.0,2014-10-11,north-carolina,notre-dame
CBS,2990000.0,0.0,2014-10-11,georgia,missouri
FS1,518000.0,0.0,2014-10-11,texas-tech,west-virginia
ESPN,1950000.0,0.0,2014-10-11,florida-state,syracuse
ABC,4380000.0,1.0,2014-10-11,baylor,texas-christian
ESPN,4090000.0,0.0,2014-10-11,mississippi,texas-am
ESPNU,320000.0,0.0,2014-10-11,east-carolina,south-florida
CBS,6000000.0,0.0,2014-10-11,auburn,mississippi-state
ESPN2,1790000.0,0.0,2014-10-11,arizona,southern-california
ESPN2,436000.0,0.0,2014-10-14,louisiana-lafayette,texas-state
ESPN,1360000.0,0.0,2014-10-16,pittsburgh,virginia-tech
"FS2, Pac-12",86000.0,0.0,2014-10-16,oregon-state,utah
ESPNU,250000.0,0.0,2014-10-17,houston,temple
ESPN,1620000.0,0.0,2014-10-17,boise-state,fresno-state
ESPNU,109000.0,0.0,2014-10-18,central-florida,tulane
FS1,1130000.0,0.0,2014-10-18,oregon,washington
ESPNU,461000.0,0.0,2014-10-18,georgia-tech,north-carolina
ESPN,2700000.0,0.0,2014-10-18,mississippi,tennessee
FS1,1010000.0,0.0,2014-10-18,oklahoma-state,texas-christian
ABC,13250000.0,0.0,2014-10-18,florida-state,notre-dame
ESPN2,770000.0,0.0,2014-10-18,iowa,maryland
ESPNU,559000.0,0.0,2014-10-18,boston-college,clemson
ESPN2,404000.0,0.0,2014-10-18,brigham-young,nevada
ESPN2,1160000.0,0.0,2014-10-18,florida,missouri
FS1,1640000.0,0.0,2014-10-18,baylor,west-virginia
ESPN,1310000.0,0.0,2014-10-18,arizona-state,stanford
CBS,4200000.0,0.0,2014-10-18,alabama,texas-am
ESPN,2170000.0,0.0,2014-10-18,indiana,michigan-state
ESPNEWS,84000.0,0.0,2014-10-18,south-florida,tulsa
ESPN2,710000.0,1.0,2014-10-18,california,ucla
ESPN,3390000.0,0.0,2014-10-18,kansas-state,oklahoma
ABC,3800000.0,1.0,2014-10-18,ohio-state,rutgers
ESPN2,374000.0,0.0,2014-10-21,arkansas-state,louisiana-lafayette
ESPN,1220000.0,0.0,2014-10-23,miami-fl,virginia-tech
ESPNU,395000.0,0.0,2014-10-23,connecticut,east-carolina
FS1,1180000.0,0.0,2014-10-24,california,oregon
ESPN2,576000.0,0.0,2014-10-24,cincinnati,south-florida
ESPNU,105000.0,0.0,2014-10-24,south-alabama,troy
ESPN,1020000.0,0.0,2014-10-24,boise-state,brigham-young
ABC,4670000.0,0.0,2014-10-25,ohio-state,penn-state
ESPN2,731000.0,0.0,2014-10-25,oregon-state,stanford
ESPNEWS,87000.0,0.0,2014-10-25,memphis,southern-methodist
FS1,137000.0,0.0,2014-10-25,florida-atlantic,marshall
ABC,3800000.0,0.0,2014-10-25,michigan,michigan-state
ESPN,4950000.0,0.0,2014-10-25,louisiana-state,mississippi
ESPN,1760000.0,0.0,2014-10-25,arizona-state,washington
FS1,767000.0,0.0,2014-10-25,southern-california,utah
ESPN,3060000.0,0.0,2014-10-25,kansas-state,texas
FOX,1170000.0,0.0,2014-10-25,texas-christian,texas-tech
ESPN,1780000.0,0.0,2014-10-25,oklahoma-state,west-virginia
ESPNEWS,138000.0,0.0,2014-10-25,nevada-las-vegas,utah-state
CBS,5000000.0,0.0,2014-10-25,kentucky,mississippi-state
ESPN2,1130000.0,0.0,2014-10-25,nebraska,rutgers
ESPNU,352000.0,0.0,2014-10-25,georgia-tech,pittsburgh
ESPN2,2590000.0,0.0,2014-10-25,alabama,tennessee
ESPNU,614000.0,0.0,2014-10-25,clemson,syracuse
ESPNU,633000.0,0.0,2014-10-25,illinois,minnesota
ESPN,4970000.0,0.0,2014-10-30,florida-state,louisville
ESPNU,85000.0,0.0,2014-10-30,georgia-southern,troy
ESPN2,648000.0,0.0,2014-10-31,cincinnati,tulane
ESPNU,249000.0,0.0,2014-10-31,memphis,tulsa
ESPN,1940000.0,0.0,2014-11-01,rutgers,wisconsin
ESPNU,390000.0,0.0,2014-11-01,georgia-tech,virginia
ESPNEWS,257000.0,0.0,2014-11-01,east-carolina,temple
FS1,763000.0,0.0,2014-11-01,iowa-state,oklahoma
ESPN2,414000.0,0.0,2014-11-01,fresno-state,wyoming
FS1,792000.0,0.0,2014-11-01,arizona-state,utah
ESPN2,2300000.0,0.0,2014-11-01,arkansas,mississippi-state
ESPN,2550000.0,0.0,2014-11-01,arizona,ucla
ESPNEWS,68000.0,0.0,2014-11-01,houston,south-florida
CBS,5710000.0,0.0,2014-11-01,florida,georgia
ESPN2,1710000.0,0.0,2014-11-01,maryland,penn-state
FS1,322000.0,0.0,2014-11-01,baylor,kansas
FS1,791000.0,0.0,2014-11-01,texas,texas-tech
CBS,1660000.0,0.0,2014-11-01,air-force,army
CBS,3890000.0,0.0,2014-11-01,navy,notre-dame
ABC,3620000.0,1.0,2014-11-01,illinois,ohio-state
ESPNU,63000.0,0.0,2014-11-01,old-dominion,vanderbilt
ESPNU,863000.0,0.0,2014-11-01,duke,pittsburgh
FOX,2480000.0,0.0,2014-11-01,oregon,stanford
ABC,4430000.0,0.0,2014-11-01,texas-christian,west-virginia
ESPN,5800000.0,0.0,2014-11-01,auburn,mississippi
ESPN2,1020000.0,1.0,2014-11-01,kansas-state,oklahoma-state
ESPN2,340000.0,0.0,2014-11-04,akron,bowling-green-state
ESPNU,113000.0,0.0,2014-11-04,kent-state,toledo
ESPN2,533000.0,0.0,2014-11-05,ball-state,northern-illinois
ESPNU,81000.0,0.0,2014-11-05,buffalo,ohio
ESPN,1900000.0,0.0,2014-11-06,clemson,wake-forest
ESPN2,603000.0,0.0,2014-11-07,utah-state,wyoming
ESPNU,307000.0,0.0,2014-11-07,memphis,temple
ESPN,1910000.0,0.0,2014-11-08,florida-state,virginia
ESPN,2740000.0,0.0,2014-11-08,georgia,kentucky
ESPNU,140000.0,0.0,2014-11-08,colorado-state,hawaii
FS1,574000.0,0.0,2014-11-08,ucla,washington
ESPNU,154000.0,0.0,2014-11-08,houston,tulane
ABC,4670000.0,0.0,2014-11-08,arizona-state,notre-dame
ABC,6830000.0,0.0,2014-11-08,michigan-state,ohio-state
ESPN2,1050000.0,0.0,2014-11-08,iowa,minnesota
CBS,7210000.0,0.0,2014-11-08,auburn,texas-am
FS1,1320000.0,0.0,2014-11-08,texas,west-virginia
CBS,9110000.0,0.0,2014-11-08,alabama,louisiana-state
ESPN2,433000.0,0.0,2014-11-08,boston-college,louisville
ESPN2,1570000.0,0.0,2014-11-08,michigan,northwestern
FOX,2250000.0,0.0,2014-11-08,kansas-state,texas-christian
ESPN,2700000.0,0.0,2014-11-08,oregon,utah
ESPNU,848000.0,0.0,2014-11-08,purdue,wisconsin
FS1,2050000.0,0.0,2014-11-08,baylor,oklahoma
ESPNU,145000.0,0.0,2014-11-11,akron,buffalo
ESPN2,600000.0,0.0,2014-11-11,northern-illinois,toledo
ESPN2,440000.0,0.0,2014-11-12,bowling-green-state,kent-state
ESPNU,243000.0,0.0,2014-11-12,ball-state,massachusetts
ESPN,1270000.0,0.0,2014-11-13,california,southern-california
ESPN2,821000.0,0.0,2014-11-13,cincinnati,east-carolina
ESPN2,738000.0,0.0,2014-11-14,central-florida,tulsa
ESPNU,433000.0,0.0,2014-11-15,boise-state,san-diego-state
ESPNU,235000.0,0.0,2014-11-15,brigham-young,nevada-las-vegas
ESPN2,817000.0,0.0,2014-11-15,penn-state,temple
FS1,75000.0,0.0,2014-11-15,north-texas,texas-el-paso
NBC,2960000.0,0.0,2014-11-15,northwestern,notre-dame
ESPN,1810000.0,0.0,2014-11-15,clemson,georgia-tech
FOX,1030000.0,0.0,2014-11-15,arizona,washington
CBS,10270000.0,0.0,2014-11-15,alabama,mississippi-state
ESPNEWS,60000.0,0.0,2014-11-15,new-mexico,utah-state
ESPN2,1850000.0,0.0,2014-11-15,arkansas,louisiana-state
ABC,4030000.000000001,0.0,2014-11-15,nebraska,wisconsin
FS1,649000.0,0.0,2014-11-15,kansas,texas-christian
FOX,2030000.0,0.0,2014-11-15,oklahoma-state,texas
ABC,8740000.0,0.0,2014-11-15,florida-state,miami-fl
ESPN,1870000.0,0.0,2014-11-15,arizona-state,oregon-state
ABC,5730000.0,0.0,2014-11-15,minnesota,ohio-state
ESPNU,95000.0,0.0,2014-11-15,memphis,tulane
ESPN,4610000.0,0.0,2014-11-15,auburn,georgia
ESPN,1360000.0,0.0,2014-11-15,oklahoma,texas-tech
